2	704992.17	7455081.90
1	1.37	39.29
2	1.33	20.44
3	1.35	-4.71
4	1.23	-21.2
5	1.29	-27.11
6	1.12	-28.95
7	1.18	-29.88
8	1.09	-40.7
9	1.18	-49.26
10	1.28	-52.87
11	0.96	-42.63
12	0.88	-58.5
13	0.81	-85.5
14	0.46	-111.08
15	0.61	133.21
16	1.35	94.52
17	2.03	80.93
18	2.37	83.37
19	2.10	90.1
20	1.31	132.87
21	1.29	-161.81
22	2.43	-140.43
23	1.96	-152.75
24	2.00	-164.32
25	1.94	167.77
26	2.14	177.66
27	2.47	-173.13
28	2.09	-165.66
29	1.62	-159.02
30	1.35	-153.32
31	0.97	-140.87
32	1.08	-123.09
33	1.22	-114.69
34	1.61	-101.84
35	1.35	-95.29
36	1.22	-98.42
37	1.64	-116.2
38	2.36	-140.96
39	2.70	-150.84
40	2.64	-162.75
41	2.69	179.8
42	3.19	165.19
43	3.71	163.76
44	4.44	166.82
45	4.55	174.01
46	4.71	-179.39
47	4.11	-174.43
48	3.77	-166.97
49	3.73	-160.78
50	3.13	-159.38
51	2.73	-159.31
52	2.64	-162.32
53	2.61	-157.13
54	2.48	-146.05
55	2.37	-132.86
56	2.42	-119.07
57	1.70	-114.26
58	1.00	-115.33
59	1.48	-106.65
60	1.26	-82.36
61	1.31	-69.98
62	2.26	-75.67
63	2.97	-73.09
64	3.04	-65.52
65	2.86	-53.66
66	2.39	-33.38
67	1.92	-11.54
68	1.00	1.52
69	0.55	-84.85
70	1.71	-114.08
71	2.06	-117.9
72	2.44	-111.47
73	2.71	-103.97
74	2.88	-100.8
75	2.98	-97.79
76	2.89	-93.82
77	2.77	-90.75
78	2.68	-88.36
79	2.15	-75.33
80	2.20	-61.03
81	2.68	-71.48
82	2.97	-78.95
83	2.65	-85.89
84	2.41	-84.94
85	2.16	-84.56
86	2.35	-84.19
87	2.56	-83.33
88	2.50	-84.43
89	2.17	-87.12
90	1.81	-96.23
91	1.64	-114.15
92	1.89	-125.73
93	2.20	-127.35
94	2.68	-124.14
95	2.54	-116.39
96	2.22	-104.62
97	1.88	-90.75
98	1.60	-81.33
99	1.51	-69.81
100	1.63	-64.07
101	1.65	-61.77
102	1.60	-67
103	1.30	-68.81
104	1.04	-83.19
105	1.12	-91.77
106	1.29	-98.92
107	1.12	-115.76
108	1.45	-109.08
109	1.44	-107.04
110	1.64	-110.89
111	1.85	-113.06
112	1.89	-120.88
113	1.80	-128.64
114	1.76	-145.67
115	1.99	-162.17
116	2.51	-166.39
117	2.47	-162.42
118	2.72	-158.24
119	2.52	-151.03
120	2.70	-145.45
121	2.67	-135.97
122	2.55	-124.85
123	1.97	-104.87
124	1.51	-75.77
125	1.07	-47.42
126	0.90	-49.81
127	1.04	-53.1
128	1.46	-75.92
129	1.93	-82.24
130	1.63	-2.53
131	4.63	29.33
132	5.69	29.69
133	6.28	30.79
134	5.64	26.65
135	5.27	27.04
136	5.19	30.76
137	5.17	35.02
138	5.00	37.04
139	4.87	39.26
140	4.55	38.4
141	3.56	35.41
142	2.66	29.53
143	1.77	20.78
144	1.35	-13.12
145	1.72	-29.52
146	1.99	-35.34
147	2.02	-36.45
148	1.79	-35.7
149	1.63	-37.64
150	1.58	-39.8
151	1.50	-40.47
152	1.44	-52.29
153	1.34	-72.6
154	1.24	-89.82
155	0.84	-113.68
156	1.42	-128.33
157	1.49	-133.98
158	1.66	-133.08
159	1.50	-139.39
160	1.35	-161.54
161	1.42	-176.99
162	1.73	165.3
163	2.33	151.98
164	3.04	151.95
165	2.69	159.46
166	2.42	171.63
167	1.95	-177.52
168	0.61	-168
169	1.51	23.39
170	3.60	32.68
171	4.17	36.08
172	4.03	36.06
173	3.76	34.61
174	3.53	35.51
