2	704992.17	7455081.90
1	5.00	-165.92
2	5.04	-165.44
3	4.69	-162.21
4	4.07	-160.56
5	3.61	-161.76
6	3.32	-166.79
7	3.42	-169.08
8	3.62	-164.52
9	3.49	-160.74
10	3.50	-164.12
11	3.99	-167.44
12	4.73	-171.19
13	5.16	-170.34
14	4.92	-172.65
15	4.93	-174.29
16	4.78	-176.71
17	4.87	-176.48
18	4.88	-175.36
19	4.83	-172.98
20	4.78	-174.58
21	4.91	-174.67
22	4.92	-172.78
23	4.48	-170.49
24	4.47	-167.24
25	4.54	-164.13
26	4.33	-164.39
27	3.93	-165.88
28	3.67	-168.62
29	3.60	-169.78
30	3.61	-168.01
31	3.45	-164.74
32	3.20	-164.32
33	3.00	-166.21
34	3.07	-162.28
35	3.13	-158.79
36	3.16	-153.05
37	3.22	-154.67
38	3.44	-160.37
39	3.95	-164.05
40	4.62	-165.02
41	5.04	-169.08
42	5.29	-177.69
43	5.51	179
44	6.14	175.85
45	6.41	176.92
46	6.44	177.9
47	5.37	178.15
48	5.55	177.39
49	5.85	-176.54
50	5.66	-169.46
51	5.37	-165.86
52	4.75	-164.77
53	4.27	-167.62
54	3.52	-168.89
55	2.96	-167.24
56	2.81	-163.29
57	2.94	-157.23
58	2.61	-155.48
59	2.06	-155.12
60	2.14	-148.01
61	2.07	-142.37
62	2.10	-134.5
63	2.04	-131.56
64	1.98	-147.07
65	2.85	-158.46
66	3.40	-169.08
67	4.51	-169.14
68	3.91	-166.96
69	3.51	-162.46
70	2.61	-157.99
71	1.82	-173.54
72	1.32	-170.11
73	0.44	-170.33
74	0.36	-14.37
75	0.67	39.05
76	0.76	53.61
77	0.53	82.5
78	0.27	85.83
79	0.13	154.19
80	0.29	99.08
81	0.52	106.89
82	0.75	50.99
83	0.92	27.92
84	1.07	24.02
85	0.90	-16.52
86	1.12	-10.05
87	1.51	7.98
88	1.81	24.95
89	2.06	43.25
90	2.92	51.91
91	3.94	60.17
92	4.15	55.52
93	4.09	44.99
94	4.04	38.42
95	2.47	8.15
96	2.78	4.95
97	3.23	3.63
98	3.37	7.47
99	3.60	13.39
100	3.65	14.52
101	4.06	11.73
102	3.82	6.69
103	3.79	6.53
104	3.67	6.95
105	3.74	11.3
106	4.26	16.18
107	4.71	40.72
108	4.49	45.83
109	4.30	48.72
110	4.05	50.89
111	4.22	52.57
112	4.62	57.16
113	4.93	62.87
114	5.11	62.7
115	5.36	62.44
116	5.40	65.58
117	5.11	64.44
118	4.59	63
119	3.60	53.91
120	2.87	42.11
121	2.63	32.27
122	2.60	28.68
123	2.42	22.61
124	2.23	15.18
125	2.40	12.41
126	2.50	9
127	2.70	8.71
128	2.61	7.8
129	2.33	9.83
130	2.54	11.58
131	2.11	40.22
132	2.24	46.1
133	2.24	50.89
134	2.50	54.53
135	3.01	58.56
136	3.49	65.43
137	3.67	75.82
138	3.83	83.42
139	3.83	89.45
140	3.70	93.82
141	3.57	96.29
142	3.26	104.81
143	2.79	105.53
144	2.24	108.52
145	1.52	117.85
146	0.94	134.55
147	0.67	142.41
148	0.30	127.93
149	0.18	-78.56
150	0.61	-74.76
151	0.80	-67.64
152	0.75	-71.33
153	0.52	-90.55
154	0.52	-131.13
155	1.07	-175.83
156	1.89	-166.97
157	2.21	-169.52
158	2.09	-172.9
159	2.06	-179.78
160	2.45	167.64
161	3.49	161.53
162	4.39	160.83
163	5.22	162.49
164	5.92	165.69
165	6.13	171.74
166	6.02	178.41
167	5.46	-179.89
168	5.22	-175.22
169	4.79	-172.98
170	4.37	-172.34
171	3.90	-174.65
172	3.51	-174.01
173	3.37	-169.92
174	3.35	-161.08
175	3.28	-154.98
176	3.20	-156.59
177	3.27	-160.1
178	3.34	-164.29
179	3.48	-160.48
180	3.38	-153.58
181	3.33	-147.57
182	3.18	-143.41
183	2.97	-141.14
184	2.58	-148.24
185	2.57	-163.35
186	3.32	-176.8
187	4.35	178.16
188	5.32	-178.16
189	5.37	-175.92
190	5.12	-166.05
191	4.77	-171.28
192	4.50	-167.82
193	3.95	-164.21
194	3.71	-160.48
195	3.25	-158.84
196	2.96	-156.26
197	2.72	-153.93
198	2.35	-150.07
199	2.08	-144.68
200	1.80	-143.07
201	1.82	-138.28
202	1.69	-136.78
203	1.18	-142.68
204	1.61	-119.99
205	1.52	-90.45
206	1.48	-56.23
207	1.69	0.27
208	2.21	33.95
209	3.06	56.84
210	3.44	68.18
211	2.69	85.43
212	1.28	131.11
213	1.62	178.44
214	1.66	-171.15
215	2.22	-147.66
216	1.77	-152.07
217	1.87	-150.46
218	1.93	-157.04
219	1.79	-166.85
220	1.81	-159.78
221	1.69	-153.87
222	1.49	-164
223	1.51	-178.97
224	1.83	-158.49
225	2.19	-141.45
226	2.30	-134.58
227	1.52	-146.93
228	1.83	-151.75
229	1.77	-163.26
230	1.84	177.13
231	2.33	165.89
232	2.87	168.78
233	3.22	172.91
234	3.35	167.68
235	3.95	159.68
236	4.72	176.38
