x	y	z
726519.5	7460522.5	0.9681
726423.5	7460380.9	0.948
726516	7460422	0.933
726331	7460339.8	0.9308
726316.341	7460468.71	1.1178
726292.5	7460326.4	0.9188
726252.491	7460445.38	1.1103
726254	7460313	0.9531
726188.641	7460422.05	1.0955
726217.5	7460306.5	0.9513
726136.8918	7460402.525	1.0907
725693.8615	7459894.515	1.0289
725624.16	7459985.26	1.2103
726181	7460300	0.9384
726085.1425	7460383	1.0998
726010.5315	7460355.91	1.1214
726095.3	7460283.25	0.9658
725758.625	7459956.8	0.9675
725685.415	7460052.355	1.1072
725819.5625	7460054.6	0.9711
725745.7128	7460133.915	1.0525
725880.5	7460152.4	0.9658
725935.9205	7460328.82	1.1238
725806.0105	7460215.475	1.056
726009.6	7460266.5	0.9794
725870.9655	7460272.148	1.0533
725945.05	7460209.45	0.949
727475.141	7461758.085	0.9593
727615	7461819	0.8847
727416.0483	7461845.828	1.0275
727573.5	7461919	0.9058
727532	7462019	0.929
727388.0635	7462155.81	1.0025
727356.9555	7461933.57	1.0729
727234.529	7462047.13	1.1185
726689.511	7462667.59	0.93
726799.284	7462560.73	0.9811
726491.2555	7462555.795	0.8663
726293	7462444	0.8505
726609.892	7462419.115	0.9281
726420.5	7462277.5	0.8768
727244.127	7462292.62	1.0129
726909.057	7462453.87	1.0077
727076.592	7462373.245	1.0157
727112.1025	7462160.69	1.0348
726728.5285	7462282.435	0.9739
726920.3155	7462221.563	1.0183
727335.282	7461697.17	1.1059
727258.5965	7461772.655	1.2821
727296.641	7461565.585	1.0244
727180.6993	7461617.93	1.3259
727258	7461434	0.9834
726915	7461067	1.0849
727160	7461105	1.0332
727102.802	7461463.205	1.2996
727008.901	7461265.103	1.3028
727209	7461269.5	1.0041
726876.25	7460992.75	0.9884
727050.5	7461018	0.9938
726837.5	7460918.5	0.9307
726702	7460967.5	0.9485
726941	7460931	0.9468
726734	7460906	0.9171
726412.341	7460610.31	1.1401
726523	7460623	0.9679
726373.855	7460723.365	1.2192
726497	7460738.5	1.0395
725629.098	7459832.23	1.1089
725183	7459560	1.0723
725489	7459673	0.9818
725099	7459626.5	1.2069
725562.905	7459918.165	1.2575
725366.0905	7459791.515	1.1452
725559.049	7459752.615	1.061
725232.5453	7459709.008	1.1116
725336	7459616.5	0.9482
725464.4978	7459854.84	1.205
725015	7459693	1.4676
725129.0905	7459801.515	1.4406
724937.7385	7459778.575	1.7668
725035.9145	7459897.045	1.7991
724860.477	7459864.15	2.0309
724942.7385	7459992.575	2.059
724781.7385	7459923.075	2.1583
724703	7459982	2.0878
724857.6193	7460065.288	2.0735
724772.5	7460138	1.9904
726301.682	7460597.62	1.2759
726250.71	7460708.23	1.3627
726212.482	7460564.36	1.2941
726153.1218	7460665.043	1.4185
725369.9465	7459957.065	1.4566
726123.282	7460531.1	1.2875
726055.5335	7460621.855	1.4738
726056.2835	7460498.55	1.315
725985.9393	7460584.63	1.5347
725496.712	7460004.1	1.4379
725554.4585	7460076.005	1.4595
725411.5755	7460091.015	1.6423
725473.0983	7460158.53	1.6693
725989.285	7460466	1.3717
725925.763	7460428.57	1.402
725916.345	7460547.405	1.6137
725852.1538	7460506.353	1.6608
725612.205	7460147.91	1.3714
725671.863	7460213.23	1.3198
725534.621	7460226.045	1.6487
725596.3275	7460290.553	1.6287
725862.241	7460391.14	1.4105
725731.521	7460278.55	1.3158
725796.881	7460334.845	1.3061
725787.9625	7460465.3	1.6972
725658.034	7460355.06	1.6495
725722.9983	7460410.18	1.6676
727181.911	7461848.14	1.3395
727080.9945	7461938.45	1.2236
727064.7575	7461670.275	1.5546
726960.384	7461761.728	1.4927
726980.078	7462028.76	1.0391
726548	7462111	0.9378
726856.0105	7461853.18	1.1331
726764.039	7462069.88	0.992
726713.0052	7461918.34	1.0051
726570	7461983.5	0.9556
726947.604	7461492.41	1.6207
726808.802	7461260.705	1.492
726839.7735	7461585.005	1.7123
726712.9258	7461400.905	1.7017
726670	7461029	1.0269
726586.078	7461216.805	1.4345
726478.2005	7461117.983	1.2484
726570.5	7460941.5	0.9794
726471	7460854	1.0773
726370.323	7461019.16	1.2798
726335.369	7460836.42	1.2795
726248.5885	7460969.19	1.4426
726199.738	7460818.84	1.4513
726126.854	7460919.22	1.5712
726093.7615	7460765.725	1.5397
726019.8633	7460859.83	1.6748
725243.181	7459910.03	1.5073
725134.0905	7460015.515	1.8805
725284.81	7460043.98	1.7148
725190.7615	7460129.243	1.9242
725025	7460121	2.0111
725096.713	7460214.505	1.9184
724933.5	7460207.5	1.9234
724842	7460294	1.8377
725015.7815	7460300.678	1.8525
724934.85	7460386.85	1.788
725987.785	7460712.61	1.6263
725912.8725	7460800.44	1.7652
725915.595	7460670.71	1.6937
725840.9593	7460754.608	1.8174
725326.439	7460177.93	1.8912
725391.738	7460241.055	1.8793
725247.4325	7460242.97	1.9808
725313.423	7460312.353	1.9886
725843.405	7460628.81	1.7625
725778.5445	7460584.135	1.8165
725769.046	7460708.775	1.8719
725705.4748	7460662.018	1.9115
725457.037	7460304.18	1.8775
725520.792	7460367.875	1.8872
725379.4135	7460381.735	2.0252
725445.92	7460443.73	2.0342
725713.684	7460539.46	1.8769
725584.547	7460431.57	1.9181
725649.1155	7460485.515	1.9281
725641.9035	7460615.26	1.9547
725512.4265	7460505.725	2.0382
725577.165	7460560.493	2.0052
726731.943	7461677.6	1.3647
726661.9715	7461766.8	1.0555
726617.0495	7461541.105	1.5821
726592	7461856	0.9872
726511.7748	7461652.053	1.0698
726406.5	7461763	0.9862
726502.156	7461404.61	1.6357
726361.578	7461537.305	1.1594
726385.901	7461294.465	1.597
726256.3362	7461415.283	1.4365
726269.646	7461184.32	1.5735
726151.0945	7461293.26	1.7047
726161.808	7461101.96	1.6252
726053.3138	7461201.64	1.8188
726053.97	7461019.6	1.7513
725955.533	7461110.02	1.9434
725945.965	7460953.935	1.8553
725855.983	7461039.218	2.01
725837.96	7460888.27	1.9113
725756.433	7460968.415	2.0291
725766.3235	7460838.505	1.9372
725687.982	7460916.248	2.034
725168.426	7460308.01	1.9389
725235.108	7460383.65	1.9833
725098.063	7460393.855	1.8924
725027.7	7460479.7	1.7974
725168.929	7460474.45	1.9508
725102.75	7460565.25	1.7324
725694.687	7460788.74	1.9665
725632.405	7460739.9	1.9762
725619.531	7460864.08	2.0466
725557.8213	7460814.655	2.0622
725301.79	7460459.29	2.0225
725371.048	7460519.585	2.0215
725239.795	7460555.045	1.8708
725307.199	7460608.668	1.6959
725570.123	7460691.06	1.964
725440.306	7460579.88	1.9889
725505.2145	7460635.47	1.9833
725496.1115	7460765.23	2.0364
725374.603	7460662.29	1.7218
725435.3573	7460713.76	1.9162
726221	7461670	1.0392
726126.7715	7461536.1	1.2666
725946.627	7461588.648	1.3036
726003.5	7461713	1.0625
726032.543	7461402.2	1.6513
725889.754	7461464.295	1.6337
725944.8195	7461301.32	1.8848
725816.5568	7461367.165	1.8609
725857.096	7461200.44	2.0196
725743.3595	7461270.035	2.0194
725766.001	7461124.5	2.07
725665.6158	7461193.408	2.0957
725674.906	7461048.56	2.0896
725587.872	7461116.78	2.1197
725609.6405	7460993.99	2.0917
725528.5923	7461061.37	2.1274
725544.375	7460939.42	2.088
725483.2375	7460889.41	2.0827
725469.3125	7461005.96	2.1214
725412.6368	7460954.483	2.0783
725177.8	7460650.8	1.4339
725243.35	7460697.75	1.2921
725165.8	7460759	1.0614
725422.1	7460839.4	2.0231
725308.9	7460744.7	1.4266
725365.5	7460792.05	1.7874
725355.961	7460903.005	1.9169
725231.35	7460805.95	1.2362
725293.6555	7460854.478	1.6127
725766.4825	7461641.195	1.2471
725786	7461756	1.0526
725601.2913	7461657.798	1.2417
725650	7461758.5	1.1143
725436.1	7461674.4	1.1084
725514	7461761	1.0685
725746.965	7461526.39	1.5224
725552.5825	7461557.095	1.3824
725688.294	7461433.01	1.7375
725529.6468	7461469.023	1.5799
725629.623	7461339.63	1.9287
725506.711	7461380.95	1.7899
725565.2305	7461262.315	2.0336
725456.9045	7461309.058	1.9448
725500.838	7461185	2.109
725407.098	7461237.165	2.0855
725447.544	7461128.75	2.1225
725365.7688	7461182.393	2.121
725394.25	7461072.5	2.1144
725342.036	7461019.555	2.0532
725324.4395	7461127.62	2.0814
725277.047	7461074.09	1.9362
725289.822	7460966.61	1.7997
725153.8	7460867.2	1.1429
725221.811	7460916.905	1.4337
725229.6545	7461020.56	1.6738
725169.9023	7460970.455	1.3757
725110.15	7460920.35	1.1313
725358.2	7461587.8	1.2252
725370.9995	7461505.035	1.4151
725266.5653	7461528.365	1.4005
725266.2	7461608.1	1.2135
725383.799	7461422.27	1.6642
725266.9305	7461448.63	1.6316
725348.5785	7461355.8	1.8839
725242.3348	7461384.178	1.8516
725313.358	7461289.33	2.0536
725254.629	7461182.74	2.0951
725217.739	7461319.725	2.006
725283.9935	7461236.035	2.1176
725212.058	7461128.625	1.906
725163.744	7461197.445	1.9651
725190.7415	7461258.585	2.0581
725169.487	7461074.51	1.6436
725117.9935	7461024.005	1.3965
725066.5	7460973.5	1.158
725121.173	7461143.33	1.7366
725075.1115	7461076.565	1.4801
725029.05	7461009.8	1.261
725018.1395	7461696.178	1.2072
724980.75	7461770.5	1.0832
725101.15	7461687.95	1.1508
725028.1	7461747.5	1.1317
725174.2	7461628.4	1.2723
725055.529	7461621.855	1.3541
725162.131	7461551.695	1.4684
725051.1005	7461552.533	1.5628
725150.062	7461474.99	1.6821
725046.672	7461483.21	1.8044
725136.091	7461412.555	1.8709
725040.7968	7461421.568	1.9859
724810.525	7460838.175	0.8275
724875	7460861.8	0.8206
724821.45	7460789.1	0.8199
724746.05	7460814.55	0.8986
724860.5	7460799.1	0.8135
724782.4	7460779.1	0.8602
725122.12	7461350.12	1.9925
725034.9215	7461359.925	2.0465
725097.4895	7461281.135	1.9937
725019.7193	7461294.763	1.9838
725072.859	7461212.15	1.8261
725032.2295	7461129.125	1.5404
724991.6	7461046.1	1.3455
725004.517	7461229.6	1.7635
724968.4585	7461153.75	1.4739
724932.4	7461077.9	1.212
724935.129	7461704.405	1.192
724933.4	7461793.5	1.1062
724852.6498	7461699.573	1.2566
724888.75	7461778.6	1.1504
724770.1705	7461694.74	1.33
724844.1	7461763.7	1.2033
724936.858	7461615.31	1.4262
724816.5495	7461620.545	1.4513
724940.07	7461553.37	1.6681
724832.608	7461549.92	1.7686
724943.282	7461491.43	1.9039
724945.5025	7461430.58	2.0415
724848.6665	7461479.295	2.0068
724857.6113	7461418.165	2.0616
724947.723	7461369.73	2.0446
724941.949	7461308.39	1.9134
724866.556	7461357.035	1.9861
724869.3625	7461302.3	1.8871
724799.6	7460887.25	0.8614
724889.5	7460924.5	0.8668
724709.7	7460850	0.9725
724776.55	7460930.825	0.9226
724859.55	7460968.1	0.9222
724693.55	7460893.55	1.0348
724936.175	7461247.05	1.7167
724904.6875	7461178.375	1.4446
724873.2	7461109.7	1.2123
724872.169	7461247.565	1.7014
724848.6095	7461181.833	1.4319
724825.05	7461116.1	1.1982
724696.241	7461625.78	1.3717
724725.146	7461546.47	1.6575
724641.3835	7461515.983	1.5466
724607.7705	7461594.64	1.2686
724754.051	7461467.16	2.0376
724674.9965	7461437.325	1.9593
724769.72	7461405.75	2.1917
724694.8617	7461376.825	2.1692
724792.5315	7461185.29	1.5494
724785.389	7461344.34	2.0763
724808.163	7461248.08	1.7831
724714.727	7461316.325	2.0997
724796.776	7461296.21	1.9497
724743.1855	7461217.895	1.7997
724728.9562	7461267.11	1.9696
724753.5	7460974.4	1.0085
724829.6	7461011.7	0.9843
724677.4	7460937.1	1.1328
724724.05	7461014.6	1.1436
724803.25	7461067.1	1.1102
724644.85	7460962.1	1.2668
724557.621	7461485.495	1.4729
724519.3	7461563.5	1.2429
724492.1838	7461436.578	1.6306
724455.7	7461506.65	1.35
724776.9	7461122.5	1.3455
724694.6	7461054.8	1.3505
724727.554	7461155.105	1.6255
724656.6973	7461102.345	1.6322
724595.942	7461407.49	1.8935
724528.6675	7461366.505	1.9471
724620.0035	7461347.9	2.1885
724552.1335	7461308.95	2.1869
724644.065	7461288.31	2.2034
724678.208	7461187.71	1.8726
724618.7945	7461149.89	1.8888
724575.5995	7461251.395	2.2276
724661.1365	7461238.01	2.0435
724597.197	7461200.643	2.0714
724426.7465	7461387.66	1.5963
724392.1	7461449.8	1.3633
724368.547	7461336.82	1.4524
724335.3	7461391.65	1.2759
724539.9348	7460863.53	1.2448
724591.45	7460895.35	1.2901
724545.6	7460775.25	1.0229
724570.6	7460803.6	1.1034
724488.4195	7460831.71	1.0947
724520.6	7460746.9	0.9817
724438.7348	7460815.18	1.0423
724478.85	7460744.4	0.9827
724389.05	7460798.65	1.0344
724437.1	7460741.9	0.9961
724612.3	7460987.1	1.4225
724585.8405	7461049.585	1.6942
724534.2695	7460951.81	1.5523
724506.3165	7461010.65	1.8758
724461.393	7461325.52	1.8919
724401.794	7461281.99	1.7936
724484.2635	7461270	2.1441
724416.1695	7461226.83	2.091
724559.381	7461112.07	1.9991
724507.134	7461214.48	2.2816
724478.3635	7461069.49	2.188
724430.545	7461171.67	2.3398
724533.2575	7461163.275	2.2029
724454.4543	7461120.58	2.3712
724310.3475	7461285.98	1.3309
724278.5	7461333.5	1.1629
724245.0675	7461265.89	1.0974
724342.195	7461238.46	1.6845
724348.0755	7461183.66	1.9552
724276.915	7461218.37	1.5143
724273.6358	7461154.345	1.8862
724456.239	7460916.52	1.4161
724426.7925	7460971.715	1.8052
724398.6195	7460885.96	1.2438
724341	7460855.4	1.1179
724347.5463	7460929.008	1.5091
724268.3	7460886.3	1.3408
724397.346	7461026.91	2.1735
724353.956	7461128.86	2.1607
724296.473	7460972.055	1.8826
724270.3565	7461090.32	2.2686
724375.651	7461077.885	2.3329
724283.4148	7461031.188	2.4824
724211.635	7461198.28	1.5736
724199.196	7461125.03	2.0031
724146.198	7461105.265	2.2426
724158.9175	7461172.44	1.887
724093.2	7461085.5	2.4658
724029.5083	7461094.193	2.3779
723965.8165	7461102.885	2.1927
723894.4083	7461104.843	2.0531
723823	7461106.8	1.7659
724183.1623	7461891.078	0.8255
724195.9	7461966.65	0.8199
724219.6	7461879.45	0.8279
724232.8	7461953.3	0.8199
724146.7245	7461902.705	0.8229
724159	7461980	0.8199
724110.1623	7461893.703	0.833
724115.85	7461963.15	0.8219
724073.6	7461884.7	0.847
724072.7	7461946.3	0.8265
724170.4245	7461815.505	0.8633
724206.4	7461805.6	0.8642
724158.4013	7461752.283	0.9173
724200.7	7461741.3	0.9077
724106.2	7461146.6	2.1658
724048.7175	7461156.635	2.1995
724074.0037	7461219.593	2.0148
724132.1	7461212.8	1.8704
723991.235	7461166.67	2.0696
724015.9075	7461226.385	2.0062
723920.6675	7461174.135	1.9406
723850.1	7461181.6	1.7283
723956.2288	7461236.093	1.9059
723896.55	7461245.8	1.7658
724146.378	7461689.06	0.9493
724195	7461677	0.9474
724120.2568	7461636.855	0.9641
724162	7461619.5	0.9652
724099.29	7461282.55	1.7183
724158	7461279	1.5058
724098.57	7461335.025	1.463
724097.85	7461387.5	1.26
724148.8	7461319.45	1.4415
724139.6	7461359.9	1.3271
724094.1355	7461584.65	0.9708
724129	7461562	0.9701
724088	7461526	0.9932
724186.757	7461051.78	2.4375
724195.6	7460917.2	1.7555
724133.4785	7461038.09	2.7159
724191.1785	7460984.49	2.3663
724138.3893	7460977.07	2.6703
724143.3	7460916.05	2.1818
724080.2	7461024.4	2.8125
724010.299	7461031.75	2.6195
724085.6	7460969.65	2.8468
724015.3745	7460973.325	2.8057
723940.398	7461039.1	2.2922
723868.149	7461035.55	2.0851
723945.149	7460977	2.4879
723795.9	7461032	1.6904
723877.0245	7460969.25	2.2309
723808.9	7460961.5	1.8376
724134.449	7461825.41	0.8672
724104.4745	7461824.255	0.8821
724074.5	7461823.1	0.8892
724116.1025	7461763.265	0.9282
724074.4263	7461771.408	0.9282
724032.75	7461779.55	0.923
724097.756	7461701.12	0.9587
724044.378	7461718.56	0.959
724078.5135	7461654.21	0.9676
724029.0383	7461663.5	0.9686
724040.58	7461286.1	1.7721
724048.34	7461350.6	1.4649
723991.79	7461298.05	1.7441
723943	7461310	1.6793
723998.92	7461351.05	1.534
723949.5	7461351.5	1.5714
724059.271	7461607.3	0.9704
724013.6985	7461608.44	0.9745
724053.1355	7461548.65	0.9916
724006.4553	7461553.865	1.0063
724056.1	7461415.1	1.2718
724047	7461490	1.0894
724006.05	7461404.05	1.4221
723999.212	7461499.29	1.118
724002.631	7461451.67	1.2712
724051.55	7461452.55	1.1845
724091	7460914.9	2.5985
724020.45	7460914.9	2.8046
724047.1025	7460861.72	2.5863
724115.4	7460872.7	2.1347
723949.9	7460914.9	2.5165
723978.805	7460850.74	2.4191
723885.9	7460902.95	2.2654
723821.9	7460891	1.8784
723923.0025	7460839.495	2.2359
723867.2	7460828.25	1.9825
723991	7461736	0.9512
723979.563	7461672.79	0.9677
723927.4788	7461669.05	0.9658
723945	7461724.5	0.9527
723885.6463	7461388.425	1.525
723929	7461370.5	1.5468
723871	7461359.5	1.5879
723902	7461348	1.5925
723968.126	7461609.58	0.9791
723909.9575	7461613.6	0.9776
723959.775	7461559.08	1.0114
723902.7748	7461564.44	1.0081
723956	7461393	1.5019
723951.424	7461508.58	1.0974
723895.592	7461515.28	1.0793
723953.712	7461450.79	1.3016
723900.2925	7461417.35	1.4383
723897.9423	7461466.315	1.2456
723875.3945	7461665.31	0.9677
723899	7461713	0.9578
723818.5633	7461680.213	0.9589
723843	7461731	0.9435
724073.755	7460808.54	2.3311
724139.8	7460830.5	1.8408
724065.0063	7460744.73	2.3713
724130.535	7460762.33	1.9421
724007.71	7460786.58	2.3491
723999.4775	7460727.13	2.2435
723960.105	7460776.04	2.2103
723912.5	7460765.5	2.0903
723945.2637	7460713.915	2.1213
723891.05	7460700.7	1.9248
721898.321	7464250.336	0.722
721892.924	7464246.479	0.715
721883.5919	7464276.771	0.722
721903.718	7464254.193	0.712
721878.348	7464272.757	0.715
721888.8359	7464280.786	0.712
723842.2925	7461406.35	1.4907
723840	7461371	1.5805
723793.8963	7461411.675	1.4559
723793.5	7461382.5	1.5284
723745.5	7461417	1.4297
723747	7461394	1.4299
723851.789	7461617.62	0.9793
723839.76	7461521.98	1.0884
723844.585	7461441.7	1.3549
723794.1265	7461629.425	0.9759
723845.7745	7461569.8	1.0175
723769.6825	7461521.815	1.1007
723842.1725	7461481.84	1.1983
723794.2925	7461440.85	1.3518
723781.9045	7461575.62	1.0189
723781.9875	7461481.333	1.196
723736.464	7461641.23	0.9647
723761.732	7461695.115	0.9343
723787	7461749	0.9049
723662.0985	7461634.665	0.9664
723718.0345	7461581.44	1.0109
723683.5493	7461696.083	0.9108
723705	7461757.5	0.8744
723605.3665	7461697.05	0.8779
723623	7461766	0.8315
723535.423	7461714.443	0.8504
723549	7461785.5	0.8221
723465.4795	7461731.835	0.8362
723475	7461805	0.821
723402.2398	7461736.418	0.8347
723409	7461810	0.8206
723339	7461741	0.8403
723343	7461815	0.8302
724056.2575	7460680.92	2.3556
724121.27	7460694.16	2.0006
724055.268	7460624.983	2.5137
724109.6255	7460638.045	2.2254
724000.9105	7460611.92	2.4504
723991.245	7460667.68	2.2944
723930.4225	7460651.79	2.1731
723869.6	7460635.9	1.882
723948.441	7460599.305	2.3936
723888.9705	7460590.153	2.1679
723829.5	7460581	1.6528
721913.05	7464223.9	0.722
721907.5	7464220.2	0.715
721918.6	7464227.6	0.712
721930.7793	7464195.228	0.722
721925.1111	7464191.189	0.715
721936.4476	7464199.268	0.712
723744	7461440	1.3625
723721.8025	7461480.825	1.2242
723676.228	7461442.908	1.3217
723701.95	7461403.625	1.3801
723699.605	7461521.65	1.1244
723650.506	7461482.19	1.2253
723643.669	7461574.875	1.0312
723605.7695	7461520.663	1.1243
723288	7461602	0.9002
723587.733	7461628.1	0.9432
723561.033	7461559.135	1.0281
723521.846	7461643.385	0.9055
723501.6698	7461575.12	0.9741
723455.959	7461658.67	0.8795
723335	7461667	0.8648
723442.3065	7461591.105	0.933
723395.4795	7461662.835	0.8646
723333.1415	7461587.635	0.9122
723387.724	7461589.37	0.9206
724279.599	7459898.498	1.4117
724334.1	7459915.35	1.2791
724279.9	7459845.4	1.2438
724321.6	7459868.1	1.1944
724054.2785	7460569.045	2.5216
724097.981	7460581.93	2.3325
724059.7328	7460515.708	2.5338
724101.402	7460526.315	2.2921
724010.576	7460556.16	2.525
724018.0635	7460505.1	2.5647
723958.1065	7460543.545	2.4872
723968.2385	7460493.97	2.4887
723905.637	7460530.93	2.4408
723918.4135	7460482.84	2.4256
723847.5185	7460528.515	2.013
723789.4	7460526.1	1.1523
723864.3568	7460471.345	2.2667
723810.3	7460459.85	1.2989
724279.298	7459951.595	1.5826
724346.6	7459962.6	1.3597
724273.5073	7460009.893	1.7266
724343.8	7460023.75	1.4665
724065.187	7460462.37	2.5312
724104.823	7460470.7	2.2572
724096.126	7460417.153	2.3618
724137.903	7460427.62	2.043
724267.7165	7460068.19	1.8784
724341	7460084.9	1.5849
724254.1	7460121.888	2.0657
724325.7	7460136.35	1.7304
724127.065	7460371.935	2.352
724170.983	7460384.54	2.0024
724159.5947	7460326.938	2.3268
724208.7415	7460341.72	1.9986
724240.4835	7460175.585	2.2138
724192.1245	7460281.94	2.3197
724310.4	7460187.8	1.8905
724246.5	7460298.9	1.9953
724216.304	7460228.763	2.2997
724278.45	7460243.35	1.9517
721948.5087	7464166.557	0.722
721942.7222	7464162.177	0.715
721954.2951	7464170.936	0.712
721963.4268	7464137.452	0.722
721957.3692	7464133.894	0.715
721969.4845	7464141.01	0.712
722965.0668	7461316.178	0.8436
722941	7461276	0.8323
722867.5	7461354.5	0.8395
722852	7461313	0.8349
722989.1335	7461356.355	0.8636
722883	7461396	0.8473
722993	7461420	0.8734
723630.6535	7461404.99	1.3917
723659.9	7461367.25	1.3648
723617.85	7461330.875	1.3665
723534.333	7461490.17	1.1441
723601.407	7461442.73	1.3105
723567.87	7461466.45	1.2256
723481.4935	7461506.855	1.0604
723489.3195	7461422.6	1.2549
723588.6035	7461368.615	1.428
723538.9615	7461395.608	1.3697
723286.1415	7461522.635	0.9532
723241	7461537	0.9288
723242.3938	7461467.49	0.9609
723172	7461490.5	0.9264
723331.283	7461508.27	0.9757
723428.654	7461523.54	0.9929
723379.9685	7461515.905	0.9842
723312.7875	7461444.48	1.0019
723436.48	7461439.285	1.145
723374.6338	7461441.883	1.0471
724225.098	7459881.645	1.5262
724238.2	7459822.7	1.2741
724172.7415	7459860.328	1.6139
724196.5	7459800	1.312
724211.996	7459940.59	1.7777
724203.2145	7459996.035	1.9712
724148.983	7459920.655	1.9337
724136.1003	7459978.548	2.1367
724025.551	7460454.04	2.573
724054.349	7460406.685	2.5477
723978.3705	7460444.395	2.5269
724008.3728	7460397.058	2.5462
723931.19	7460434.75	2.4869
723962.3965	7460387.43	2.4789
723881.195	7460414.175	2.3927
723831.2	7460393.6	1.4529
723921.2233	7460371.765	2.4207
723880.05	7460356.1	2.0079
724194.433	7460051.48	2.1122
724182.5	7460107.425	2.3069
724123.2175	7460036.44	2.2042
724113.2468	7460093.65	2.2112
724083.147	7460359.33	2.5856
724110.448	7460312.155	2.576
724038.375	7460349.72	2.597
724060.1225	7460301.778	2.5759
724170.567	7460163.37	2.3788
724137.749	7460264.98	2.5304
724154.158	7460214.175	2.5095
724103.276	7460150.86	2.1727
724081.87	7460253.835	2.4525
724092.573	7460202.348	2.2484
721978.345	7464108.347	0.722
721972.0161	7464105.61	0.715
721984.674	7464111.084	0.712
721984.1475	7464089.399	0.722
721975.5081	7464088.455	0.715
721992.787	7464090.342	0.712
723067.375	7464226.325	1.2
723063.6	7464234.3	1.1
723109.15	7464241.8	1.2
723071.15	7464218.35	1.1
723104.9	7464250.7	1.1
723113.4	7464232.9	1.1
723592.25	7461209.25	1.2522
723095.267	7461316.71	0.9187
723103	7461444	0.9144
723062.6335	7461277.855	0.8961
723030	7461239	0.8808
723198.646	7461412.345	0.9634
723190.8335	7461278.755	0.9911
723099.1335	7461380.355	0.9224
723159.6918	7461234.628	0.9747
723128.55	7461190.5	0.9605
723194.7398	7461345.55	0.9849
723575.8	7461294.5	1.4424
723510.053	7461324.765	1.453
723537.9245	7461231.045	1.523
723481.9623	7461254.405	1.4807
723444.306	7461355.03	1.2895
723294.292	7461380.69	1.0153
723426	7461277.765	1.321
723290.346	7461310.745	1.0601
723369.299	7461367.86	1.1197
723358.173	7461294.255	1.172
724120.385	7459839.01	1.6982
724154.8	7459777.3	1.3467
724048.9585	7459809.675	1.7678
724084.35	7459742.1	1.3457
724085.97	7459900.72	2.0739
724068.986	7459961.06	2.2586
724013.567	7459877.25	2.1629
723997.5293	7459941.628	2.3089
724052.002	7460021.4	2.2192
724043.9935	7460079.875	2.08
723981.4915	7460006.005	2.1685
723977.048	7460067.173	1.8824
723993.603	7460340.11	2.4976
724009.797	7460291.4	2.4823
723961.2515	7460329.355	2.4113
723928.9	7460318.6	2.3366
723965.0235	7460283.425	2.3389
723920.25	7460275.45	1.9147
724035.985	7460138.35	1.981
724025.991	7460242.69	2.2872
724030.988	7460190.52	2.0317
723972.6045	7460128.34	1.6308
723968.7955	7460237.495	1.8727
723970.7	7460182.918	1.5183
723977.532	7459780.34	1.7937
724013.9	7459706.9	1.3218
723887.2188	7459760.138	1.667
723914.6255	7459686.91	1.3275
721989.95	7464070.45	0.722
721979	7464071.3	0.715
722000.9	7464069.6	0.712
721981.6	7464057.925	0.722
721974.4	7464061.8	0.715
721988.8	7464054.05	0.712
723025.6	7464210.85	1.2
723022.3	7464217.9	1.1
723028.9	7464203.8	1.1
722975.4	7464186.675	1.2
722971.15	7464194.9	1.1
722979.65	7464178.45	1.1
723554.3745	7461145.795	1.3678
723608.7	7461124	1.06
723537.2623	7461089.698	1.4939
723587.5	7461077.1	1.1303
723520.15	7461033.6	1.557
723566.3	7461030.2	1.2263
723500.049	7461167.59	1.5468
723453.8715	7461184.045	1.4469
723487.0245	7461102.295	1.6448
723449.0608	7461107.998	1.5492
723256.75	7461191.4	1.0502
723227.1	7461142	1.024
723293.475	7461097.8	1.0767
723330.2	7461004.2	1.0871
723269.35	7461068.05	1.0339
723311.6	7460994.1	1.051
723286.4	7461240.8	1.086
723407.694	7461200.5	1.328
723411.097	7461113.7	1.4046
723317.6	7461127.55	1.1206
723347.047	7461220.65	1.1877
723364.3485	7461120.625	1.2353
723941.164	7459853.78	2.1438
723926.0725	7459922.195	2.2678
723859.812	7459833.365	2.014
723850.4058	7459907.748	2.157
723910.981	7459990.61	2.0577
723910.1025	7460054.47	1.6837
723840.9995	7459982.13	1.9142
723845.1363	7460051.083	1.5051
723909.224	7460118.33	1.2953
723911.6	7460232.3	1.104
723910.412	7460175.315	1.0228
723849.273	7460120.035	1.1609
723865.0615	7460182.343	0.9295
723880.85	7460244.65	0.9439
723796.9055	7459739.935	1.421
723815.351	7459666.92	1.1278
723687.677	7459724.435	1.2575
723688.6255	7459641.46	1.0154
723778.46	7459812.95	1.7994
723774.739	7459893.3	2.0415
723686.7285	7459807.41	1.6625
723696.2548	7459887.75	2.024
721973.25	7464045.4	0.722
721969.8	7464052.3	0.715
721976.7	7464038.5	0.712
721957.75	7464037.025	0.722
721953.45	7464045.6	0.715
721962.05	7464028.45	0.712
722925.2	7464162.5	1.2
722920	7464171.9	1.1
722930.4	7464153.1	1.1
722857.625	7464134.825	1.2
722852.45	7464144.2	1.1
722862.8	7464125.45	1.1
723474	7461037	1.68
723444.25	7461031.95	1.6045
723472.1065	7460952.09	1.7341
723514.5	7460957.5	1.5839
723414.5	7461026.9	1.4647
723348.8	7461014.3	1.143
723429.713	7460946.68	1.57
