x	y	z
733038.6	7462184.85	0.8274
733260.801	7462147.23	0.8291
733189.4	7462203.6	0.8232
733210.5995	7462128.583	0.8419
733155.95	7462190.6	0.8266
733051.7035	7462079.525	0.871
733160.398	7462109.935	0.855
733106.0508	7462094.73	0.8652
731741.531	7461066.205	1.2729
731545.578	7461091.81	1.1411
731697.2378	7460961.063	1.5096
731517.789	7460974.905	1.0989
732491.45	7460263.44	0.9831
732495.25	7460132.3	0.9671
731876.6865	7460947.22	1.3489
732024.1553	7460878.325	1.2526
732487.65	7460394.58	1.1792
732423.7825	7460513.628	1.3439
732171.624	7460809.43	1.282
732359.915	7460632.675	1.3495
732265.7695	7460721.053	1.2907
732088.2265	7461585.195	0.9182
732118	7461695	0.8526
732058.453	7461475.39	1.0253
731912.75	7461286.39	1.1123
731985.6015	7461380.89	1.0921
731782.875	7461318.195	1.0361
731653	7461350	0.9979
732926.316	7462111.14	0.8468
732967.308	7462163.92	0.8305
732886.958	7462150.32	0.8337
733008.3	7462216.7	0.8229
732847.6	7462189.5	0.8226
733068.9	7462153	0.8
733122.5	7462177.6	0.8
733095.7	7462165.3	0.86
731815.889	7460853.84	1.7555
731652.9445	7460855.92	1.6209
731490	7460858	1.0193
731951.031	7460792.875	1.2316
732373.487	7460363.23	1.073
732378.7935	7460254.715	0.9812
732384.1	7460146.2	0.9603
732312.9225	7460471.155	1.2182
732086.173	7460731.91	1.1785
732252.358	7460579.08	1.2326
732169.2655	7460655.495	1.1855
731968.6133	7461608.848	0.8784
732013.5	7461697.5	0.8384
731849	7461632.5	0.8583
731909	7461700	0.8335
731923.7265	7461520.195	0.9418
731789	7461565	0.8929
731721	7461457.5	0.9511
731853.3008	7461419.195	1.0079
732900.25	7462209.3	0.8209
732980.6	7462222.9	0.8224
732952.9	7462229.1	0.8212
732933.779	7462186.61	0.8259
733095.65	7462218.675	0.86
733074.65	7462211.3	0.8
733116.65	7462226.05	0.8
731843.3595	7460739.99	1.3979
731692.1798	7460752.82	1.6643
731541	7460765.65	1.183
732242.8765	7460389.39	1.0595
732259.1133	7460274.07	0.9784
732275.35	7460158.75	0.9695
731978.5015	7460679.025	1.0628
732182.312	7460497.315	1.1359
732080.4068	7460588.17	1.0766
733095.6	7462272.05	0.86
733080.4	7462269.6	0.8
733110.8	7462274.5	0.8
731731.415	7460649.72	1.0665
731592	7460673.3	1.1971
732139.433	7460293.425	0.9928
732166.6	7460171.3	0.9806
731870.83	7460626.14	1.0202
732112.266	7460415.55	1.0458
731991.548	7460520.845	1.0035
733095.6	7462304.125	0.86
733082.85	7462302.9	0.8
733108.35	7462305.35	0.8
731729.1833	7460571.488	0.9677
731615	7460588.65	1.0446
732048.313	7460283.443	1.0059
732063.3	7460180.15	0.9941
731843.3665	7460554.325	0.9809
732033.326	7460386.735	1.016
731938.3463	7460470.53	0.9972
733095.6	7462336.2	0.86
733085.3	7462336.2	0.8
733105.9	7462336.2	0.8
731957.193	7460273.46	1.0165
731960	7460189	1.0081
731726.9515	7460493.255	0.9679
731638	7460504	0.9878
731815.903	7460482.51	0.9726
731954.386	7460357.92	1.0131
731885.1445	7460420.215	0.9951
733094.35	7462383.25	0.86
733084.3	7462383.25	0.8
733104.4	7462383.25	0.8
731895.856	7460263.695	1.019
731897.15	7460196.3	1.0159
731716.9303	7460434.128	0.9694
731644.6	7460441	0.9841
731894.562	7460331.09	1.0145
731789.2605	7460427.255	0.9759
731841.9113	7460379.173	0.9974
733093.1	7462430.3	0.86
733083.3	7462430.3	0.8
733102.9	7462430.3	0.8
731834.519	7460253.93	1.02
731834.3	7460203.6	1.0196
731706.909	7460375	0.9765
731651.2	7460378	0.9853
731834.738	7460304.26	1.017
731762.618	7460372	0.9852
731798.678	7460338.13	1.0056
733093.85	7462476.35	0.86
733083.8	7462476.35	0.8
733103.9	7462476.35	0.8
731779.5	7460211.55	1.0205
731668.05	7460320.4	0.9986
731779.719	7460261.88	1.0196
731723.759	7460317.4	1.001
731751.739	7460289.64	1.0151
733094.6	7462522.4	0.86
733084.3	7462522.4	0.8
733104.9	7462522.4	0.8
731724.7	7460219.5	1.0201
731684.9	7460262.8	1.0152
731704.8	7460241.15	1.0191
733086.525	7462561.075	0.86
733076.5	7462559.6	0.8
733096.55	7462562.55	0.8
731659.15	7460225.35	1.02
731673.2	7460205.45	1.02
731645.1	7460245.25	1.0186
733078.45	7462599.75	0.86
733068.7	7462596.8	0.8
733088.2	7462602.7	0.8
731613.5	7460209.55	1.02
731605.3	7460227.7	1.0193
731621.7	7460191.4	1.02
733073.075	7462636.725	0.86
733063.3	7462633.55	0.8
733082.85	7462639.9	0.8
731576.85	7460196.875	1.02
731585.4	7460179.1	1.02
731568.3	7460214.65	1.02
733067.7	7462673.7	0.86
733057.9	7462670.3	0.8
733077.5	7462677.1	0.8
731540.2	7460184.2	1.02
731531.3	7460201.6	1.0199
731549.1	7460166.8	1.0199
733053.5	7462710.45	0.8
733058.9	7462752.55	0.86
733073.1	7462715.8	0.8
733049.1	7462750.6	0.8
733068.7	7462754.5	0.8
733063.3	7462713.125	0.86
731489.275	7460172.35	1.0199
731495.25	7460156.85	1.0196
731483.3	7460187.85	1.0204
731438.35	7460160.5	1.0199
731435.3	7460174.1	1.0202
731441.4	7460146.9	1.0198
731391.975	7460143.2	1.0203
731395.75	7460128.75	1.0199
731388.2	7460157.65	1.0219
731345.6	7460125.9	1.0207
731341.1	7460141.2	1.023
731350.1	7460110.6	1.0196
731311.375	7460097.925	1.0197
731316.35	7460082.5	1.0193
731306.4	7460113.35	1.0214
731277.15	7460069.95	1.0202
731271.7	7460085.5	1.0209
731282.6	7460054.4	1.02
731249.35	7460050.9	1.0198
731251.55	7460030.65	1.0194
731247.15	7460071.15	1.0204
731221.55	7460031.85	1.0199
731222.6	7460056.8	1.0199
731220.5	7460006.9	1.0198
731192.6	7460032.15	1.0199
731188.95	7460008.7	1.0201
731196.25	7460055.6	1.0198
731163.65	7460032.45	1.0202
731169.9	7460054.4	1.0199
731157.4	7460010.5	1.0208
731139.55	7460056	1
731129.7	7460038.3	1
731149.4	7460073.7	1
731115.45	7460079.55	1
731102	7460066.1	1
731128.9	7460093	1
731085.875	7460116.1	1
731071.4	7460102.15	1
731100.35	7460130.05	1
731056.3	7460152.65	1
731071.8	7460167.1	1
731040.8	7460138.2	1
731020.2	7460199.025	1
731005.2	7460186.15	1
731035.2	7460211.9	1
730984.1	7460245.4	1
730998.6	7460256.7	1
730969.6	7460234.1	1
730943.175	7460295.625	1
730929.4	7460282.35	1
730956.95	7460308.9	1
730902.25	7460345.85	1
730915.3	7460361.1	1
730889.2	7460330.6	1
730869.6	7460386.125	1
730856.55	7460370.9	1
730882.65	7460401.35	1
730836.95	7460426.4	1
730823.9	7460411.2	1
730850	7460441.6	1
730801.55	7460471.025	1
730787.95	7460455.8	1
730815.15	7460486.25	1
730766.15	7460515.65	1
730780.3	7460530.9	1
730752	7460500.4	1
730735.25	7460555.875	1
730720.45	7460540.7	1
730750.05	7460571.05	1
730704.35	7460596.1	1
730688.9	7460581	1
730719.8	7460611.2	1
730678.375	7460647.1	1
730661.95	7460631.4	1
730694.8	7460662.8	1
730652.4	7460698.1	1
730635	7460681.8	1
730669.8	7460714.4	1
730621.325	7460750.25	1
730605.85	7460732.15	1
730636.8	7460768.35	1
730590.25	7460802.4	1
730603.8	7460822.3	1
730576.7	7460782.5	1
730553.5	7460814.875	1
730547.55	7460793.75	1
730559.45	7460836	1
730516.75	7460827.35	1
730515.1	7460849.7	1
730518.4	7460805	1
730480.85	7460818.5	1
730484	7460799.7	1
730477.7	7460837.3	1
730144.6	7460580.85	1.0228
730160.8	7460568.15	1.0196
730128.4	7460593.55	1.03
730163.4	7460616.65	1.0251
730178.3	7460603.2	1.02
730148.5	7460630.1	1.0356
730196.2	7460642.35	1.0207
730210.35	7460630.05	1.0188
730182.05	7460654.65	1.0305
730444.95	7460809.65	1.0128
730440.3	7460824.9	1.017
730449.6	7460794.4	1.0094
730404.525	7460788.025	1.0191
730408.45	7460771.8	1.0199
730400.6	7460804.25	1.0198
730125.8	7460545.05	1.0212
730108.3	7460557	1.0249
730143.3	7460533.1	1.0196
730104.85	7460510.1	1.0199
730119.3	7460495.95	1.0197
730090.4	7460524.25	1.0211
730229	7460668.05	1.0195
730215.6	7460679.2	1.0262
730242.4	7460656.9	1.0189
730275.65	7460718.65	1.023
730280.6	7460705.9	1.0212
730252.325	7460693.35	1.0226
730243.15	7460705.3	1.0311
730261.5	7460681.4	1.0195
730323.95	7460727.55	1.0229
730367.3	7460749.2	1.0198
730364.1	7460766.4	1.0199
730360.9	7460783.6	1.0204
730319	7460740.3	1.0254
730314.425	7460758.2	1.0296
730309.85	7460776.1	1.0294
730083.9	7460475.15	1.0197
730072.5	7460491.5	1.0197
730095.3	7460458.8	1.0197
730046.15	7460462.5	1.0198
730051.8	7460446.9	1.0198
730040.5	7460478.1	1.0197
730270.7	7460731.4	1.031
730264.75	7460750	1.046
730258.8	7460768.6	1.0552
730008.4	7460449.85	1.0199
730008.5	7460464.7	1.0198
730008.3	7460435	1.0199
729974.45	7460467.25	1.0199
729969.5	7460452.7	1.0199
729979.4	7460481.8	1.02
730195.825	7460742.925	1.0885
730201.4	7460726.9	1.0731
730190.25	7460758.95	1.098
730126.9	7460735.85	1.1144
730121.7	7460749.3	1.1189
730132.1	7460722.4	1.106
729940.5	7460484.65	1.02
729930.7	7460470.4	1.0198
729950.3	7460498.9	1.0206
729925.075	7460517.05	1.0218
729909.75	7460504.15	1.0205
729940.4	7460529.95	1.023
730069.925	7460727.275	1.1184
730077	7460710.5	1.1118
730062.85	7460744.05	1.1203
730012.95	7460718.7	1.1209
730004	7460738.8	1.1207
730021.9	7460698.6	1.1183
729909.65	7460549.45	1.0269
729930.5	7460561	1.0313
729888.8	7460537.9	1.0235
729885.75	7460573.75	1.0364
729871.1	7460561.8	1.0348
729900.4	7460585.7	1.0404
729963.625	7460697.7	1.117
729973.9	7460682.25	1.1119
729953.35	7460713.15	1.1187
729914.3	7460676.7	1.1035
729902.7	7460687.5	1.1108
729925.9	7460665.9	1.0935
729881.9	7460653.575	1.0954
729865.7	7460669	1.1098
729898.1	7460638.15	1.0703
729870.3	7460610.4	1.0624
729849.5	7460630.45	1.0948
729861.85	7460598.05	1.061
729853.4	7460585.7	1.0588
729838.325	7460614.25	1.0902
729827.15	7460598.05	1.0856
729828.7	7460650.5	1.1128
729814.8	7460630.45	1.1119
729800.9	7460610.4	1.1091
729783.95	7460642.775	1.1203
729773.15	7460623.5	1.1172
729794.75	7460662.05	1.1204
729753.1	7460655.1	1.1206
729760.8	7460673.6	1.1206
729745.4	7460636.6	1.1187
729700.625	7460661.275	1.1201
729697.55	7460640.45	1.118
729703.7	7460682.1	1.1205
729648.15	7460667.45	1.1206
729646.6	7460690.6	1.1207
729649.7	7460644.3	1.119
729598.8	7460654.725	1.1178
729604.2	7460628.1	1.1144
729593.4	7460681.35	1.1187
729449.65	7460484.2	0.9614
729472.1	7460491.7	0.981
729427.2	7460476.7	0.9528
729549.45	7460642	1.0973
729558.7	7460611.9	1.0932
729495.05	7460596.5	1.0431
729505.45	7460567.95	1.0384
729540.2	7460672.1	1.0973
729484.65	7460625.05	1.0456
729480	7460655.1	1.0508
729470.6	7460455.45	0.9898
729449.2	7460451.5	0.9802
729492	7460459.4	1.0027
729482.825	7460425.9	1.0072
729511.05	7460423.45	1.0157
729454.6	7460428.35	0.9965
729452.2	7460524	0.9627
729440.65	7460551	1
729428.7	7460512.95	0.9391
729405.2	7460501.9	0.9275
729405.9	7460532.45	1
729371.15	7460513.9	0.9027
729429.1	7460578	1
729383.1	7460551.95	1
729424.45	7460608.05	1
729419.8	7460638.1	0.9787
729374.35	7460581.225	1
729365.6	7460610.5	0.8984
729495.05	7460396.35	1.0173
729460	7460405.2	1.0107
729530.1	7460387.5	1.0197
729477.075	7460371.775	1.0202
729509.95	7460354.65	1.0201
729444.2	7460388.9	1.0166
729337.1	7460525.9	0.8781
729324.25	7460554.4	1
729311.4	7460582.9	0.852
729271	7460549.8	1
729275.85	7460520.2	0.8527
729266.15	7460579.4	0.8337
729459.1	7460347.2	1.0211
729428.4	7460372.6	1.0199
729489.8	7460321.8	1.0203
729412.025	7460331.325	1.0221
729442.2	7460301.7	1.0207
729381.85	7460360.95	1.0166
729217.75	7460545.2	1
729220.9	7460575.9	0.8223
729214.6	7460514.5	0.8319
729172.225	7460549.45	1
729174.35	7460518.75	0.8228
729170.1	7460580.15	0.8195
729364.95	7460315.45	1.0219
729335.3	7460349.3	1.0172
729394.6	7460281.6	1.0204
729305.1	7460282.1	1.0215
729337.4	7460242.4	1.0197
729272.8	7460321.8	1.0204
729126.7	7460553.7	1
729134.1	7460523	0.8207
729119.3	7460584.4	0.8195
729076.425	7460539.4	1
729097.05	7460505	0.8204
729055.8	7460573.8	0.8199
729245.25	7460248.75	1.0212
729280.2	7460203.2	1.0179
729177.075	7460220.225	1.018
729212	7460170.55	1.0149
729210.3	7460294.3	1.0226
729142.15	7460269.9	1.0192
729112.4	7460313.5	1.0119
729026.15	7460525.1	1
729060	7460487	0.8225
728992.3	7460563.2	0.8197
728986.475	7460451.45	1
729037.25	7460409.85	0.8699
728935.7	7460493.05	0.8252
729108.9	7460191.7	1.0066
729143.8	7460137.9	0.9994
729037.6845	7460135.998	0.9663
729074	7460078.25	0.9569
729074	7460245.5	1.0143
729001.369	7460193.745	1
729044.25	7460289.1	1.0081
728967.0698	7460241.725	1
729014.5	7460332.7	0.9589
728946.8	7460377.8	1
728932.7705	7460289.705	1
728879.1	7460422.9	0.844
728870.3103	7460330.128	0.93
728807.85	7460370.55	0.8304
728563.55	7460430.15	0.8236
728966.469	7460080.295	0.9308
729004.2	7460018.6	0.9268
728895.0308	7460031.025	0.9235
728946.05	7459970.6	0.9222
728565.0355	7460375.775	0.8389
728626.1	7460393.8	0.827
728615.631	7460334.183	0.8517
728681.35	7460356	0.8365
728928.738	7460141.99	0.9728
728889.8895	7460194.35	1
728844.0115	7460091.45	0.9219
728805.2715	7460149.365	1
728851.041	7460246.71	0.93
728736.6	7460318.2	0.8361
728666.2265	7460292.59	0.8641
728793.8205	7460282.455	0.8371
728766.5315	7460207.28	0.93
728716.379	7460249.935	0.8726
728294.717	7460522.49	0.8208
728327.6	7460575.8	0.8198
728395.7835	7460514.095	0.82
728410.15	7460560.35	0.8197
728496.85	7460505.7	0.8201
728492.7	7460544.9	0.82
728237	7460585.65	0.8191
728501	7460466.5	0.8226
728381.417	7460467.84	0.8265
728502.4855	7460412.125	0.8339
728395.6675	7460412.26	0.8447
728823.5925	7459981.755	0.9208
728887.9	7459922.6	0.92
728731.9218	7459918.603	0.9284
728805	7459838.25	0.9151
728503.971	7460357.75	0.8571
728409.918	7460356.68	0.8698
728549.912	7460312.365	0.8728
728452.5125	7460303.955	0.8923
728759.285	7460040.91	0.92
728720.6535	7460104.38	1
728658.8435	7459998.955	0.9343
728616.208	7460069.575	1
728595.853	7460266.98	0.8857
728682.022	7460167.85	0.93
728495.107	7460251.23	0.911
728638.9375	7460217.415	0.8997
728573.5725	7460140.195	0.9322
728534.3398	7460195.713	0.9272
728204.117	7460532.34	0.8222
728146.4	7460595.5	0.8177
728099.2585	7460529.47	0.822
727994.4	7460526.6	0.8216
728065.75	7460580.9	0.8178
727985.1	7460566.3	0.8195
728640.251	7459855.45	0.9597
728722.1	7459753.9	0.8999
728418.3145	7459775.665	0.9631
728527.2	7459669.6	0.868
728529.2828	7459815.558	0.9794
728624.65	7459711.75	0.8838
728425.4	7459662.35	0.8808
728261.834	7460469.18	0.8296
728132.767	7460478.04	0.8317
728288.8495	7460412.395	0.8537
728166.9325	7460413.945	0.8557
728315.865	7460355.61	0.8789
728201.098	7460349.85	0.8836
728355.113	7460295.545	0.9066
728239.6728	7460286.02	0.9175
728558.402	7459957	0.9859
728511.7625	7460034.77	1
728433.9155	7459919.365	1.0143
728390.308	7460004.938	1.0144
728394.361	7460235.48	0.9347
728465.123	7460112.54	0.9762
728278.2475	7460222.19	0.9587
728429.742	7460174.01	0.9612
728346.7005	7460090.51	1.0118
728312.474	7460156.35	0.9968
728003.7	7460486.9	0.8274
728045.0155	7460415.495	0.8465
727939.091	7460395.255	0.8389
727894.65	7460465.05	0.8229
728316.5145	7459768.415	0.9486
728323.6	7459655.1	0.8763
728186.0843	7459760.683	0.9307
728194.2	7459650.7	0.8716
728309.429	7459881.73	1.0093
728268.8535	7459975.105	1.0195
728177.9685	7459870.665	0.9976
728144.1653	7459960.115	1.0173
728086.331	7460344.09	0.8798
727983.532	7460325.46	0.8795
728124.2325	7460276.495	0.9172
728020.0052	7460256.435	0.9239
728162.134	7460208.9	0.9647
728228.278	7460068.48	1.0202
728056.4785	7460187.41	0.9801
728195.206	7460138.69	1.0091
728110.362	7460049.565	1.0202
728083.4203	7460118.488	1.0167
728055.654	7459752.95	0.9325
728064.8	7459646.3	0.8652
727880.733	7460306.83	0.8598
727833.1665	7460375.015	0.8276
727785.6	7460443.2	0.8193
727915.778	7460236.375	0.909
728046.508	7459859.6	1.0023
728019.477	7459945.125	1.0188
727992.446	7460030.65	1.0199
727950.823	7460165.92	0.9766
727971.6345	7460098.285	1.0134
727938.268	7459760.018	0.9359
727935.35	7459671.05	0.8789
727809.4715	7460232.25	0.8739
727761.1608	7460299.2	0.835
727712.85	7460366.15	0.8212
727941.186	7459848.985	1.0034
727912.5765	7459930.618	1.0202
727883.967	7460012.25	1.018
727844.5165	7460161.795	0.9446
727864.2417	7460087.023	1.0002
727820.882	7459767.085	0.9433
727805.9	7459695.8	0.8897
727835.864	7459838.37	0.9954
727805.676	7459916.11	1.019
727689.155	7460223.385	0.8393
727640.1	7460289.1	0.8181
727738.21	7460157.67	0.8972
727775.488	7459993.85	1.0085
727756.849	7460075.76	0.9699
727745.025	7459751.078	0.9382
727750.65	7459675.45	0.8829
727739.4	7459826.705	0.997
727712.4612	7459900.648	1.0128
727578.7	7460192.5	0.8238
727685.5225	7459974.59	0.987
727627.755	7460126.785	0.8553
727656.6387	7460050.688	0.9257
727669.168	7459735.07	0.925
727695.4	7459655.1	0.8731
727642.936	7459815.04	0.9899
727619.2465	7459885.185	0.9984
727595.557	7459955.33	0.9557
727517.3	7460095.9	0.8379
727556.4285	7460025.615	0.8855
727603.759	7459723.435	0.9055
727643.05	7459660.9	0.8578
727538.35	7459711.8	0.8911
727590.7	7459666.7	0.855
727564.468	7459785.97	0.9549
727539.604	7459862.918	0.9843
727514.74	7459939.865	0.9403
727482.62	7460010.458	0.8713
727450.5	7460081.05	0.8332
727486	7459756.9	0.9166
727459.9615	7459840.65	1.0068
727433.923	7459924.4	0.9503
727408.8115	7459995.3	0.8765
727383.7	7460066.2	0.8468
727386.0503	7459844.203	1.0111
727406	7459768.5	0.9367
727366.1005	7459919.905	0.9605
727339.6753	7459991.203	0.8873
727313.25	7460062.5	0.8717
727312.139	7459847.755	1.0543
727326	7459780.1	0.97
727298.278	7459915.41	0.9986
727242.8	7460058.8	0.9159
727270.539	7459987.105	0.9249
727165.6558	7460048.763	0.9299
727225.5	7460083.55	0.9597
727245.93	7459852.868	1.0636
727257.2	7459797.05	1.0148
727181.2615	7460013.975	0.9406
727234.66	7459908.685	1.0402
727207.9608	7459961.33	0.9968
727150.05	7460083.55	0.9711
727208.2	7460108.3	0.9871
727091.9	7460058.8	0.9807
727105.8115	7460013.975	0.9763
727179.721	7459857.98	1.0934
727188.4	7459814	1.0291
727119.723	7459969.15	1.0155
727171.042	7459901.96	1.1042
727145.3825	7459935.555	1.0592
727186.35	7460127.4	1.005
727075.45	7460077.55	1.0059
727111.75	7460121.4	1.0135
727059	7460096.3	1.0182
727164.5	7460146.5	1.0165
727130.9	7460102.475	0.9958
727039.5058	7459978.263	1.0191
727033.8	7460025.4	1.0161
726973.2	7459942.55	1.0491
726975.7	7459992	1.0127
727131.5	7459817.7	1.0396
727045.2115	7459931.125	1.0724
727122.821	7459861.68	1.158
727084.0163	7459896.403	1.1682
726970.7	7459893.1	1.1343
727074.6	7459821.4	1.209
727022.65	7459857.25	1.2762
727009.25	7459818.05	1.4567
727049.6	7459792.95	1.2724
726968.9	7459843.15	1.3532
726995.85	7459778.85	1.4852
726967.1	7459793.2	1.5401
726966.4	7459744.95	1.5082
726935.6	7459764.45	1.4295
727024.6	7459764.5	1.2525
726997.2	7459725.45	1.3838
727035.2	7459680.25	1.0693
727073.2	7459635.05	1.0001
727067.05	7459711.75	1.0257
727109.5	7459659	0.9338
726936.95	7459711.05	1.2603
726904.1	7459735.7	1.1878
726969.8	7459686.4	1.1727
727003.35	7459648.75	1.0571
727036.9	7459611.1	1.0168
726895.875	7459676.125	1.0587
726867.8	7459699.4	1.0199
726923.95	7459652.85	1.1326
726954.075	7459622.725	1.1161
726984.2	7459592.6	1.0283
726854.8	7459641.2	1.0144
726831.5	7459663.1	0.9894
726878.1	7459619.3	1.0605
726904.8	7459596.7	1.0725
726931.5	7459574.1	1.0298
726793.5	7459613.475	0.8828
726776.7	7459639.15	0.866
726810.3	7459587.8	0.9288
726830.5	7459561.45	0.9933
726850.7	7459535.1	1.0147
726732.2	7459585.75	0.851
726721.9	7459615.2	0.8248
726677.075	7459585.4	0.8367
726677.4	7459614.5	0.8214
726742.5	7459556.3	0.9292
726676.75	7459556.3	0.9057
726756.2	7459526.2	1.0014
726769.9	7459496.1	1.0178
726678.8	7459527.55	0.9815
726680.85	7459498.8	1.0112
726618.875	7459879.7	0.7191
726594.95	7459897.8	0.7298
726642.8	7459861.6	0.7182
726578.05	7459835.5	0.7205
726559	7459860.6	0.7372
726597.1	7459810.4	0.7188
726538.9	7459799.375	0.7179
726521	7459818	0.7286
726556.8	7459780.75	0.7184
726621.95	7459585.05	0.8703
726632.9	7459613.8	0.8377
726585.325	7459604.25	0.8993
726600.05	7459628.9	0.8636
726611	7459556.3	0.9414
726601.4	7459528.9	0.9972
726570.6	7459579.6	0.9413
726591.8	7459501.5	1.0196
726555.875	7459553.575	0.993
726541.15	7459527.55	1.0146
726659.7	7459923.9	0.7187
726630.9	7459935	0.7189
726688.5	7459912.8	0.7212
726662.5	7459966.075	0.718
726633.95	7459970.35	0.7185
726691.05	7459961.8	0.7199
726499.75	7459763.25	0.7176
726483	7459775.4	0.7337
726516.5	7459751.1	0.7184
726548.7	7459623.45	0.9072
726492.5	7459671.35	0.7772
726527.1	7459673.5	0.7877
726567.2	7459644	0.8674
726496.125	7459717.3	0.7316
726470.45	7459722.3	0.7549
726521.8	7459712.3	0.7285
726520.6	7459647.4	0.845
726547.15	7459658.75	0.8344
726530.2	7459602.9	0.9334
726494.05	7459636.05	0.8708
726510.35	7459578.25	0.9935
726490.5	7459553.6	1.0149
726475.375	7459607.55	0.9767
726456.7	7459579.05	1.0169
726665.3	7460008.25	0.717
726637	7460005.7	0.7182
726693.6	7460010.8	0.7176
726650.4	7460059	0.7181
726621.35	7460050.65	0.7183
726679.45	7460067.35	0.7222
726457.9	7459669.2	0.8239
726440.4	7459636.85	0.9588
726422.9	7459604.5	1.0148
726378.775	7459654.775	1.0115
726355.6	7459624.6	1.0204
726401.95	7459684.95	0.9306
726635.5	7460109.75	0.7195
726605.7	7460095.6	0.7195
726665.3	7460123.9	0.7271
726609.475	7460157.025	0.7203
726583.95	7460144.65	0.7186
726635	7460169.4	0.7288
726317.15	7459672.7	1.0206
726288.3	7459644.7	1.02
726346	7459700.7	1.0176
726299.65	7459713.35	1.0207
726271.65	7459691.9	1.0201
726327.65	7459734.8	1.0203
726583.45	7460204.3	0.7214
726562.2	7460193.7	0.7192
726604.7	7460214.9	0.7304
726563.75	7460226.525	0.7231
726550.1	7460213.4	0.7193
726577.4	7460239.65	0.7316
726282.15	7459754	1.0205
726309.3	7459768.9	1.0215
726255	7459739.1	1.02
726287.675	7459823.325	1.0204
726257.9	7459818.4	1.0201
726317.45	7459828.25	1.0198
726544.05	7460248.75	0.7234
726538	7460233.1	0.7196
726550.1	7460264.4	0.7361
726512.95	7460251.75	0.7235
726512.7	7460236.6	0.7197
726513.2	7460266.9	0.7365
726351.15	7460024.25	1.0017
726396.7	7460012	1.0043
726370.875	7460073.85	0.9374
726325.9	7460073.95	0.9681
726415.85	7460073.75	0.9202
726361.15	7459949.8	1.022
726325.6	7459887.6	1.0203
726293.2	7459892.65	1.0205
726260.8	7459897.7	1.0202
726315.6	7459962.05	1.0203
726283.225	7459959.5	1.0207
726250.85	7459956.95	1.0206
724260.25	7459340.25	1.5277
724298	7459260.5	1.422
724173	7459304	1.5178
724222.5	7459420	1.4718
724205	7459243	1.4962
724141	7459365	1.4473
726481.85	7460254.75	0.7326
726476.3	7460269.4	0.7549
726487.4	7460240.1	0.722
726447.65	7460240.775	0.734
726429.65	7460256.35	0.7664
726465.65	7460225.2	0.7226
726413.45	7460226.8	0.742
726443.9	7460210.3	0.7258
726401.05	7460196.25	0.7671
726439.45	7460172.9	0.7467
726435	7460135.5	0.7861
726388.65	7460165.7	0.8104
726390.6	7460123.45	0.8521
726346.2	7460111.4	0.9089
726352.75	7460146.55	0.8743
726316.85	7460127.4	0.9271
726305.6	7460036.5	1.0089
726273.25	7460026.35	1.0176
726240.9	7460016.2	1.0195
726255.475	7460082.525	0.9967
726214.4	7460075.1	1.0014
726296.55	7460089.95	0.9781
724574.25	7459285.25	1.3414
724708.5	7459324.5	1.4387
724604	7459229	1.1773
724440	7459246	1.2344
724719	7459244	1.2104
724489	7459214	1.1201
724391	7459278	1.3598
724544.5	7459341.5	1.4732
724347.5	7459376.5	1.5357
724304	7459475	1.4715
724498	7459451.75	1.6284
724451.5	7459562	1.5621
726383	7460243.3	0.8021
726362.65	7460219.6	0.8252
726327.575	7460273	0.8721
726357	7460291.55	0.8852
726342.3	7460195.9	0.8596
726287.5	7460143.4	0.9543
726314.9	7460169.65	0.9046
726298.15	7460254.45	0.8952
726234.25	7460221.7	0.938
726237.7	7460138.7	0.9748
726187.9	7460134	0.9635
726266.2	7460238.075	0.9408
726184.45	7460217	0.9154
725881.7813	7459938.05	0.978
725911.25	7460032.7	0.983
725944	7459821.5	0.9737
725942	7459913	0.9875
726748.8778	7462934.398	0.9026
726913	7463026	0.8759
726653.5	7463056	0.8535
726827	7463094	0.8521
726584.7555	7462842.795	0.8805
726480	7463018	0.8588
726452.8778	7462741.648	0.8659
726321	7462640.5	0.8518
726414.5	7462927.5	0.8716
726349	7462837	0.872
727536.0318	7462337.155	0.9143
727684	7462518.5	0.8403
727649	7462221	0.8805
727766	7462423	0.8435
726844.2555	7462812.795	0.9381
726999	7462958	0.8934
726952.142	7462679.615	0.9507
727105	7462798.5	0.9159
727423.0635	7462453.31	0.931
727060.0285	7462546.435	0.9698
727602	7462614	0.8345
727211	7462639	0.9169
727241.546	7462499.873	0.9737
727406.5	7462626.5	0.866
727455.8205	7461640.543	0.952
727615	7461715.5	0.8802
727436.5	7461523	0.9415
727615	7461612	0.8813
725852.3125	7459843.4	0.9567
725946	7459730	0.974
725785.1808	7459782.758	0.9491
725876.5	7459671	0.9816
725119.5	7459372.75	1.0808
725225.5	7459498.5	1.089
725211.5	7459348.5	1.0451
725013.5	7459247	0.9852
725268	7459437	1.0465
725155	7459260	0.993
725718.049	7459722.115	0.965
725807	7459612	0.99
725646.0245	7459662.808	0.9786
725733	7459573	0.9872
725574	7459603.5	0.9502
725659	7459534	0.9747
725027.5	7459397	1.1248
724872	7459234	0.9883
724942	7459473	1.3133
724785	7459319.5	1.234
724698	7459405	1.5501
724856.5	7459549	1.5693
724648.5	7459527	1.722
724793.1193	7459652.788	1.7837
724599	7459649	1.8386
724729.7385	7459756.575	2.0253
724651	7459815.5	2.0707
726417.9205	7460495.605	1.065
