0.0000	-0.1173
1800.0000	-0.0088
3600.0000	0.0933
5400.0000	0.1788
7200.0000	0.2384
9000.0000	0.2664
10800.0000	0.2638
12600.0000	0.2331
14400.0000	0.1812
16200.0000	0.1140
18000.0000	0.0380
19800.0000	-0.0409
21600.0000	-0.1209
23400.0000	-0.2022
25200.0000	-0.2856
27000.0000	-0.3706
28800.0000	-0.4563
30600.0000	-0.5386
32400.0000	-0.6097
34200.0000	-0.6615
36000.0000	-0.6848
37800.0000	-0.6702
39600.0000	-0.6163
41400.0000	-0.5232
43200.0000	-0.3972
45000.0000	-0.2513
46800.0000	-0.0972
48600.0000	0.0484
50400.0000	0.1730
52200.0000	0.2665
54000.0000	0.3244
55800.0000	0.3487
57600.0000	0.3431
59400.0000	0.3156
61200.0000	0.2749
63000.0000	0.2272
64800.0000	0.1758
66600.0000	0.1231
68400.0000	0.0686
70200.0000	0.0096
72000.0000	-0.0554
73800.0000	-0.1254
75600.0000	-0.1951
77400.0000	-0.2592
79200.0000	-0.3108
81000.0000	-0.3382
82800.0000	-0.3339
84600.0000	-0.2968
86400.0000	-0.2288
88200.0000	-0.1363
90000.0000	-0.0293
91800.0000	0.0792
93600.0000	0.1725
95400.0000	0.2407
97200.0000	0.2773
99000.0000	0.2779
100800.0000	0.2474
102600.0000	0.1912
104400.0000	0.1188
106200.0000	0.0375
108000.0000	-0.0466
109800.0000	-0.1287
111600.0000	-0.2069
113400.0000	-0.2848
115200.0000	-0.3643
117000.0000	-0.4441
118800.0000	-0.5228
120600.0000	-0.5956
122400.0000	-0.6531
124200.0000	-0.6873
126000.0000	-0.6879
127800.0000	-0.6493
129600.0000	-0.5702
131400.0000	-0.4533
133200.0000	-0.3099
135000.0000	-0.1529
136800.0000	0.0010
138600.0000	0.1377
140400.0000	0.2459
142200.0000	0.3170
144000.0000	0.3512
145800.0000	0.3526
147600.0000	0.3284
149400.0000	0.2869
151200.0000	0.2384
153000.0000	0.1881
154800.0000	0.1386
156600.0000	0.0896
158400.0000	0.0381
160200.0000	-0.0172
162000.0000	-0.0790
163800.0000	-0.1448
165600.0000	-0.2086
167400.0000	-0.2642
169200.0000	-0.3024
171000.0000	-0.3135
172800.0000	-0.2921
174600.0000	-0.2387
176400.0000	-0.1557
178200.0000	-0.0561
180000.0000	0.0492
181800.0000	0.1463
183600.0000	0.2213
185400.0000	0.2657
187200.0000	0.2747
189000.0000	0.2505
190800.0000	0.1982
192600.0000	0.1261
194400.0000	0.0447
196200.0000	-0.0393
198000.0000	-0.1211
199800.0000	-0.1987
201600.0000	-0.2713
203400.0000	-0.3431
205200.0000	-0.4151
207000.0000	-0.4875
208800.0000	-0.5566
210600.0000	-0.6154
212400.0000	-0.6561
214200.0000	-0.6688
216000.0000	-0.6448
217800.0000	-0.5816
219600.0000	-0.4827
221400.0000	-0.3521
223200.0000	-0.2016
225000.0000	-0.0471
226800.0000	0.0955
228600.0000	0.2136
230400.0000	0.2976
232200.0000	0.3454
234000.0000	0.3578
235800.0000	0.3432
237600.0000	0.3086
239400.0000	0.2659
241200.0000	0.2218
243000.0000	0.1796
244800.0000	0.1411
246600.0000	0.1037
248400.0000	0.0641
250200.0000	0.0195
252000.0000	-0.0306
253800.0000	-0.0820
255600.0000	-0.1306
257400.0000	-0.1669
259200.0000	-0.1833
261000.0000	-0.1739
262800.0000	-0.1346
264600.0000	-0.0681
266400.0000	0.0195
268200.0000	0.1168
270000.0000	0.2105
271800.0000	0.2886
273600.0000	0.3396
275400.0000	0.3582
277200.0000	0.3439
279000.0000	0.3023
280800.0000	0.2388
282600.0000	0.1648
284400.0000	0.0862
286200.0000	0.0100
288000.0000	-0.0608
289800.0000	-0.1273
291600.0000	-0.1915
293400.0000	-0.2542
295200.0000	-0.3175
297000.0000	-0.3815
298800.0000	-0.4391
300600.0000	-0.4854
302400.0000	-0.5101
304200.0000	-0.5044
306000.0000	-0.4643
307800.0000	-0.3850
309600.0000	-0.2758
311400.0000	-0.1440
313200.0000	-0.0029
315000.0000	0.1335
316800.0000	0.2533
318600.0000	0.3442
320400.0000	0.4015
322200.0000	0.4248
324000.0000	0.4235
325800.0000	0.3988
327600.0000	0.3636
329400.0000	0.3264
331200.0000	0.2909
333000.0000	0.2572
334800.0000	0.2301
336600.0000	0.2038
338400.0000	0.1745
340200.0000	0.1375
342000.0000	0.0985
343800.0000	0.0579
345600.0000	0.0244
347400.0000	0.0027
349200.0000	0.0011
351000.0000	0.0246
352800.0000	0.0732
354600.0000	0.1409
356400.0000	0.2225
358200.0000	0.3040
360000.0000	0.3753
361800.0000	0.4271
363600.0000	0.4512
365400.0000	0.4444
367200.0000	0.4118
369000.0000	0.3569
370800.0000	0.2900
372600.0000	0.2167
374400.0000	0.1446
376200.0000	0.0797
378000.0000	0.0199
379800.0000	-0.0370
381600.0000	-0.0944
383400.0000	-0.1531
385200.0000	-0.2145
387000.0000	-0.2731
388800.0000	-0.3259
390600.0000	-0.3648
392400.0000	-0.3786
394200.0000	-0.3676
396000.0000	-0.3226
397800.0000	-0.2470
399600.0000	-0.1466
401400.0000	-0.0316
403200.0000	0.0835
405000.0000	0.1885
406800.0000	0.2731
408600.0000	0.3306
410400.0000	0.3565
412200.0000	0.3605
414000.0000	0.3424
415800.0000	0.3130
417600.0000	0.2806
419400.0000	0.2518
421200.0000	0.2241
423000.0000	0.2017
424800.0000	0.1814
426600.0000	0.1617
428400.0000	0.1355
430200.0000	0.1050
432000.0000	0.0693
433800.0000	0.0375
435600.0000	0.0115
437400.0000	0.0000
439200.0000	0.0065
441000.0000	0.0345
442800.0000	0.0791
444600.0000	0.1388
446400.0000	0.2039
448200.0000	0.2639
450000.0000	0.3110
451800.0000	0.3370
453600.0000	0.3399
455400.0000	0.3182
457200.0000	0.2771
459000.0000	0.2243
460800.0000	0.1633
462600.0000	0.1028
464400.0000	0.0468
466200.0000	-0.0048
468000.0000	-0.0536
469800.0000	-0.1006
471600.0000	-0.1505
473400.0000	-0.2050
475200.0000	-0.2613
477000.0000	-0.3154
478800.0000	-0.3622
480600.0000	-0.3924
482400.0000	-0.4018
484200.0000	-0.3843
486000.0000	-0.3398
487800.0000	-0.2721
489600.0000	-0.1880
491400.0000	-0.0967
493200.0000	-0.0084
495000.0000	0.0649
496800.0000	0.1205
498600.0000	0.1512
500400.0000	0.1620
502200.0000	0.1540
504000.0000	0.1349
505800.0000	0.1122
507600.0000	0.0907
509400.0000	0.0724
511200.0000	0.0577
513000.0000	0.0457
514800.0000	0.0342
516600.0000	0.0186
518400.0000	-0.0027
520200.0000	-0.0264
522000.0000	-0.0527
523800.0000	-0.0764
525600.0000	-0.0913
527400.0000	-0.0930
529200.0000	-0.0777
531000.0000	-0.0475
532800.0000	-0.0049
534600.0000	0.0450
536400.0000	0.0957
538200.0000	0.1401
540000.0000	0.1696
541800.0000	0.1842
543600.0000	0.1805
545400.0000	0.1620
547200.0000	0.1344
549000.0000	0.0981
550800.0000	0.0598
552600.0000	0.0228
554400.0000	-0.0107
556200.0000	-0.0438
558000.0000	-0.0769
559800.0000	-0.1129
561600.0000	-0.1552
563400.0000	-0.2020
565200.0000	-0.2496
567000.0000	-0.2967
568800.0000	-0.3338
570600.0000	-0.3566
572400.0000	-0.3601
574200.0000	-0.3423
576000.0000	-0.3025
577800.0000	-0.2463
579600.0000	-0.1798
581400.0000	-0.1094
583200.0000	-0.0443
585000.0000	0.0096
586800.0000	0.0479
588600.0000	0.0712
590400.0000	0.0815
592200.0000	0.0815
594000.0000	0.0759
595800.0000	0.0683
597600.0000	0.0636
599400.0000	0.0606
601200.0000	0.0579
603000.0000	0.0555
604800.0000	0.0514
606600.0000	0.0402
608400.0000	0.0256
610200.0000	0.0070
612000.0000	-0.0114
613800.0000	-0.0267
615600.0000	-0.0342
617400.0000	-0.0292
619200.0000	-0.0115
621000.0000	0.0178
622800.0000	0.0547
624600.0000	0.0972
626400.0000	0.1393
628200.0000	0.1750
630000.0000	0.2037
631800.0000	0.2213
633600.0000	0.2285
635400.0000	0.2284
637200.0000	0.2231
639000.0000	0.2145
640800.0000	0.2030
642600.0000	0.1907
644400.0000	0.1755
646200.0000	0.1563
648000.0000	0.1313
649800.0000	0.0986
651600.0000	0.0584
653400.0000	0.0133
655200.0000	-0.0336
657000.0000	-0.0784
658800.0000	-0.1143
660600.0000	-0.1360
662400.0000	-0.1429
664200.0000	-0.1322
666000.0000	-0.1054
667800.0000	-0.0660
669600.0000	-0.0189
671400.0000	0.0302
673200.0000	0.0773
675000.0000	0.1173
676800.0000	0.1493
678600.0000	0.1730
680400.0000	0.1886
682200.0000	0.1996
684000.0000	0.2060
685800.0000	0.2114
687600.0000	0.2153
689400.0000	0.2168
691200.0000	0.2146
693000.0000	0.2086
694800.0000	0.1970
696600.0000	0.1799
698400.0000	0.1578
700200.0000	0.1336
702000.0000	0.1098
703800.0000	0.0902
705600.0000	0.0784
707400.0000	0.0755
709200.0000	0.0834
711000.0000	0.1000
712800.0000	0.1250
714600.0000	0.1551
716400.0000	0.1874
718200.0000	0.2196
720000.0000	0.2503
721800.0000	0.2777
723600.0000	0.2992
725400.0000	0.3178
727200.0000	0.3335
729000.0000	0.3450
730800.0000	0.3501
732600.0000	0.3499
734400.0000	0.3415
736200.0000	0.3238
738000.0000	0.2954
739800.0000	0.2561
741600.0000	0.2085
743400.0000	0.1552
745200.0000	0.0996
747000.0000	0.0467
748800.0000	0.0025
750600.0000	-0.0298
752400.0000	-0.0492
754200.0000	-0.0511
756000.0000	-0.0401
757800.0000	-0.0176
759600.0000	0.0133
761400.0000	0.0515
763200.0000	0.0900
765000.0000	0.1273
766800.0000	0.1628
768600.0000	0.1942
770400.0000	0.2208
772200.0000	0.2413
774000.0000	0.2571
775800.0000	0.2674
777600.0000	0.2712
779400.0000	0.2686
781200.0000	0.2565
783000.0000	0.2370
784800.0000	0.2101
786600.0000	0.1787
788400.0000	0.1435
790200.0000	0.1062
792000.0000	0.0713
793800.0000	0.0421
795600.0000	0.0189
797400.0000	0.0056
799200.0000	0.0037
801000.0000	0.0135
802800.0000	0.0330
804600.0000	0.0636
806400.0000	0.1005
808200.0000	0.1433
810000.0000	0.1922
811800.0000	0.2422
813600.0000	0.2909
815400.0000	0.3354
817200.0000	0.3757
819000.0000	0.4067
820800.0000	0.4305
822600.0000	0.4395
824400.0000	0.4305
826200.0000	0.4108
828000.0000	0.3769
829800.0000	0.3292
831600.0000	0.2706
833400.0000	0.2083
835200.0000	0.1456
837000.0000	0.0858
838800.0000	0.0324
840600.0000	-0.0124
842400.0000	-0.0437
844200.0000	-0.0609
846000.0000	-0.0634
847800.0000	-0.0527
849600.0000	-0.0336
851400.0000	-0.0043
853200.0000	0.0331
855000.0000	0.0724
856800.0000	0.1144
858600.0000	0.1514
860400.0000	0.1800
862200.0000	0.2016
864000.0000	0.2132
865800.0000	0.2108
867600.0000	0.1991
869400.0000	0.1746
871200.0000	0.1415
873000.0000	0.0979
874800.0000	0.0478
876600.0000	-0.0069
878400.0000	-0.0634
880200.0000	-0.1192
882000.0000	-0.1701
883800.0000	-0.2142
885600.0000	-0.2505
887400.0000	-0.2731
889200.0000	-0.2828
891000.0000	-0.2772
892800.0000	-0.2546
894600.0000	-0.2166
896400.0000	-0.1652
898200.0000	-0.1027
900000.0000	-0.0305
901800.0000	0.0448
903600.0000	0.1179
905400.0000	0.1847
907200.0000	0.2369
909000.0000	0.2764
910800.0000	0.3027
912600.0000	0.3066
914400.0000	0.2906
916200.0000	0.2605
918000.0000	0.2174
919800.0000	0.1605
921600.0000	0.0931
923400.0000	0.0210
925200.0000	-0.0502
927000.0000	-0.1181
928800.0000	-0.1798
930600.0000	-0.2293
932400.0000	-0.2655
934200.0000	-0.2852
936000.0000	-0.2824
937800.0000	-0.2633
939600.0000	-0.2298
941400.0000	-0.1816
943200.0000	-0.1267
945000.0000	-0.0668
946800.0000	-0.0066
948600.0000	0.0458
950400.0000	0.0851
952200.0000	0.1131
954000.0000	0.1237
955800.0000	0.1175
957600.0000	0.0923
959400.0000	0.0537
961200.0000	0.0045
963000.0000	-0.0527
964800.0000	-0.1155
966600.0000	-0.1826
968400.0000	-0.2493
970200.0000	-0.3131
972000.0000	-0.3707
973800.0000	-0.4219
975600.0000	-0.4595
977400.0000	-0.4815
979200.0000	-0.4839
981000.0000	-0.4656
982800.0000	-0.4234
984600.0000	-0.3606
986400.0000	-0.2821
988200.0000	-0.1879
990000.0000	-0.0856
991800.0000	0.0164
993600.0000	0.1115
995400.0000	0.1932
997200.0000	0.2586
999000.0000	0.3045
1000800.0000	0.3273
1002600.0000	0.3264
1004400.0000	0.3056
1006200.0000	0.2647
1008000.0000	0.2108
1009800.0000	0.1446
1011600.0000	0.0705
1013400.0000	-0.0064
1015200.0000	-0.0812
1017000.0000	-0.1523
1018800.0000	-0.2126
1020600.0000	-0.2615
1022400.0000	-0.2916
1024200.0000	-0.3025
1026000.0000	-0.2918
1027800.0000	-0.2622
1029600.0000	-0.2131
1031400.0000	-0.1500
1033200.0000	-0.0790
1035000.0000	-0.0088
1036800.0000	0.0573
1038600.0000	0.1097
1040400.0000	0.1425
1042200.0000	0.1557
1044000.0000	0.1485
1045800.0000	0.1210
1047600.0000	0.0724
1049400.0000	0.0101
1051200.0000	-0.0642
1053000.0000	-0.1452
1054800.0000	-0.2308
1056600.0000	-0.3181
1058400.0000	-0.4016
1060200.0000	-0.4808
1062000.0000	-0.5492
1063800.0000	-0.6047
1065600.0000	-0.6420
1067400.0000	-0.6562
1069200.0000	-0.6461
1071000.0000	-0.6079
1072800.0000	-0.5413
1074600.0000	-0.4522
1076400.0000	-0.3454
1078200.0000	-0.2269
1080000.0000	-0.1064
1081800.0000	0.0080
1083600.0000	0.1066
1085400.0000	0.1864
1087200.0000	0.2437
1089000.0000	0.2750
1090800.0000	0.2796
1092600.0000	0.2642
1094400.0000	0.2270
1096200.0000	0.1750
1098000.0000	0.1118
1099800.0000	0.0371
1101600.0000	-0.0433
1103400.0000	-0.1258
1105200.0000	-0.2055
1107000.0000	-0.2771
1108800.0000	-0.3384
1110600.0000	-0.3804
1112400.0000	-0.3990
1114200.0000	-0.3927
1116000.0000	-0.3634
1117800.0000	-0.3100
1119600.0000	-0.2381
1121400.0000	-0.1545
1123200.0000	-0.0710
1125000.0000	0.0070
1126800.0000	0.0724
1128600.0000	0.1174
1130400.0000	0.1368
1132200.0000	0.1323
1134000.0000	0.1040
1135800.0000	0.0532
1137600.0000	-0.0156
1139400.0000	-0.0959
1141200.0000	-0.1849
1143000.0000	-0.2794
1144800.0000	-0.3811
1146600.0000	-0.4767
1148400.0000	-0.5685
1150200.0000	-0.6505
1152000.0000	-0.7182
1153800.0000	-0.7658
1155600.0000	-0.7892
1157400.0000	-0.7835
1159200.0000	-0.7477
1161000.0000	-0.6798
1162800.0000	-0.5844
1164600.0000	-0.4672
1166400.0000	-0.3357
1168200.0000	-0.1997
1170000.0000	-0.0695
1171800.0000	0.0435
1173600.0000	0.1356
1175400.0000	0.2043
1177200.0000	0.2469
1179000.0000	0.2620
1180800.0000	0.2549
1182600.0000	0.2248
1184400.0000	0.1771
1186200.0000	0.1172
1188000.0000	0.0461
1189800.0000	-0.0319
1191600.0000	-0.1143
1193400.0000	-0.1954
1195200.0000	-0.2704
1197000.0000	-0.3318
1198800.0000	-0.3776
1200600.0000	-0.4001
1202400.0000	-0.3947
1204200.0000	-0.3611
1206000.0000	-0.3045
1207800.0000	-0.2263
1209600.0000	-0.1331
1211400.0000	-0.0376
1213200.0000	0.0511
1215000.0000	0.1238
1216800.0000	0.1767
1218600.0000	0.2013
1220400.0000	0.1999
1222200.0000	0.1724
1224000.0000	0.1224
1225800.0000	0.0521
1227600.0000	-0.0325
1229400.0000	-0.1262
1231200.0000	-0.2231
1233000.0000	-0.3258
1234800.0000	-0.4300
1236600.0000	-0.5301
1238400.0000	-0.6226
1240200.0000	-0.7021
1242000.0000	-0.7616
1243800.0000	-0.7960
1245600.0000	-0.7989
1247400.0000	-0.7696
1249200.0000	-0.7052
1251000.0000	-0.6093
1252800.0000	-0.4890
1254600.0000	-0.3539
1256400.0000	-0.2135
1258200.0000	-0.0780
1260000.0000	0.0416
1261800.0000	0.1396
1263600.0000	0.2117
1265400.0000	0.2560
1267200.0000	0.2723
1269000.0000	0.2676
1270800.0000	0.2418
1272600.0000	0.1996
1274400.0000	0.1444
1276200.0000	0.0798
1278000.0000	0.0074
1279800.0000	-0.0694
1281600.0000	-0.1473
1283400.0000	-0.2218
1285200.0000	-0.2851
1287000.0000	-0.3306
1288800.0000	-0.3538
1290600.0000	-0.3527
1292400.0000	-0.3184
1294200.0000	-0.2583
1296000.0000	-0.1760
1297800.0000	-0.0799
1299600.0000	0.0219
1301400.0000	0.1178
1303200.0000	0.1974
1305000.0000	0.2537
1306800.0000	0.2817
1308600.0000	0.2813
1310400.0000	0.2525
1312200.0000	0.2001
1314000.0000	0.1300
1315800.0000	0.0456
1317600.0000	-0.0476
1319400.0000	-0.1470
1321200.0000	-0.2477
1323000.0000	-0.3513
1324800.0000	-0.4522
1326600.0000	-0.5472
1328400.0000	-0.6313
1330200.0000	-0.6959
1332000.0000	-0.7353
1333800.0000	-0.7432
1335600.0000	-0.7184
1337400.0000	-0.6579
1339200.0000	-0.5646
1341000.0000	-0.4457
1342800.0000	-0.3110
1344600.0000	-0.1694
1346400.0000	-0.0337
1348200.0000	0.0849
1350000.0000	0.1814
1351800.0000	0.2518
1353600.0000	0.2949
1355400.0000	0.3120
1357200.0000	0.3075
1359000.0000	0.2848
1360800.0000	0.2485
1362600.0000	0.2003
1364400.0000	0.1440
1366200.0000	0.0802
1368000.0000	0.0116
1369800.0000	-0.0593
1371600.0000	-0.1281
1373400.0000	-0.1883
1375200.0000	-0.2324
1377000.0000	-0.2529
1378800.0000	-0.2485
1380600.0000	-0.2139
1382400.0000	-0.1505
1384200.0000	-0.0626
1386000.0000	0.0403
1387800.0000	0.1485
1389600.0000	0.2504
1391400.0000	0.3351
1393200.0000	0.3952
1395000.0000	0.4259
1396800.0000	0.4277
1398600.0000	0.4022
1400400.0000	0.3527
1402200.0000	0.2859
1404000.0000	0.2065
1405800.0000	0.1187
1407600.0000	0.0253
1409400.0000	-0.0691
1411200.0000	-0.1656
1413000.0000	-0.2618
1414800.0000	-0.3537
1416600.0000	-0.4374
1418400.0000	-0.5066
1420200.0000	-0.5529
1422000.0000	-0.5686
1423800.0000	-0.5516
1425600.0000	-0.4991
1427400.0000	-0.4134
1429200.0000	-0.3009
1431000.0000	-0.1728
1432800.0000	-0.0378
1434600.0000	0.0910
1436400.0000	0.2021
1438200.0000	0.2891
1440000.0000	0.3493
1441800.0000	0.3813
1443600.0000	0.3889
1445400.0000	0.3769
1447200.0000	0.3499
1449000.0000	0.3127
